zone_id,P_i,is_vulnerable,in_model_sample,geometry_wkt
872,1.0,False,False,"POLYGON ((688549.138009 7055068.00207, 688530.137825 7055267.275727, 688729.700031 7055286.433501, 688748.699745 7055087.159629, 688549.138009 7055068.00207))"
873,6.0,False,False,"POLYGON ((688349.576246 7055048.843967, 688330.575592 7055248.117408, 688530.137825 7055267.275727, 688549.138009 7055068.00207, 688349.576246 7055048.843967))"
874,17.0,False,False,"POLYGON ((688330.575592 7055248.117408, 688311.574481 7055447.391245, 688511.137184 7055466.549779, 688530.137825 7055267.275727, 688330.575592 7055248.117408))"
875,2.5,False,False,"POLYGON ((688530.137825 7055267.275727, 688511.137184 7055466.549779, 688710.69986 7055485.707768, 688729.700031 7055286.433501, 688530.137825 7055267.275727))"
876,5.0,False,True,"POLYGON ((688473.134529 7055865.099067, 688454.132514 7056064.374304, 688653.696601 7056083.532939, 688672.698144 7055884.257486, 688473.134529 7055865.099067))"
877,4.0,False,False,"POLYGON ((688216.562059 7056443.766355, 688197.558201 7056643.042564, 688397.123725 7056662.20239, 688416.127113 7056462.925965, 688216.562059 7056443.766355))"
878,3.0,False,False,"POLYGON ((689052.824692 7056121.848571, 689033.823632 7056321.124849, 689233.388108 7056340.282063, 689252.388698 7056141.005569, 689052.824692 7056121.848571))"
879,7.0,False,False,"POLYGON ((689489.951544 7055761.609792, 689470.952339 7055960.885709, 689670.51582 7055980.041401, 689689.514556 7055780.765269, 689489.951544 7055761.609792))"
880,10.5,False,False,"POLYGON ((689851.080554 7056198.473291, 689832.081376 7056397.750429, 690031.645745 7056416.90546, 690050.644452 7056217.628107, 689851.080554 7056198.473291))"
881,8.5,False,False,"POLYGON ((690250.208324 7056236.782377, 690231.210088 7056436.059945, 690430.774404 7056455.213885, 690449.77217 7056255.936102, 690250.208324 7056236.782377))"
882,10.0,False,False,"POLYGON ((690031.645745 7056416.90546, 690012.646581 7056616.183209, 690212.211395 7056635.337909, 690231.210088 7056436.059945, 690031.645745 7056416.90546))"
883,7.0,False,False,"POLYGON ((690212.211395 7056635.337909, 690193.212245 7056834.61627, 690392.777504 7056853.770639, 690411.776182 7056654.492064, 690212.211395 7056635.337909))"
884,44.0,False,False,"POLYGON ((690012.646581 7056616.183209, 689993.646961 7056815.461355, 690193.212245 7056834.61627, 690212.211395 7056635.337909, 690012.646581 7056616.183209))"
885,148.5,False,False,"POLYGON ((689832.081376 7056397.750429, 689813.081741 7056597.027963, 690012.646581 7056616.183209, 690031.645745 7056416.90546, 689832.081376 7056397.750429))"
886,54.0,False,False,"POLYGON ((689813.081741 7056597.027963, 689794.08165 7056796.305894, 689993.646961 7056815.461355, 690012.646581 7056616.183209, 689813.081741 7056597.027963))"
887,88.5,False,False,"POLYGON ((689613.516874 7056577.872172, 689594.516312 7056777.149888, 689794.08165 7056796.305894, 689813.081741 7056597.027963, 689613.516874 7056577.872172))"
888,90.0,False,False,"POLYGON ((689632.51698 7056378.594852, 689613.516874 7056577.872172, 689813.081741 7056597.027963, 689832.081376 7056397.750429, 689632.51698 7056378.594852))"
889,48.0,False,True,"POLYGON ((689651.516628 7056179.317929, 689632.51698 7056378.594852, 689832.081376 7056397.750429, 689851.080554 7056198.473291, 689651.516628 7056179.317929))"
890,16.0,False,False,"POLYGON ((689451.952676 7056160.162022, 689432.952557 7056359.43873, 689632.51698 7056378.594852, 689651.516628 7056179.317929, 689451.952676 7056160.162022))"
891,4.0,False,False,"POLYGON ((689252.388698 7056141.005569, 689233.388108 7056340.282063, 689432.952557 7056359.43873, 689451.952676 7056160.162022, 689252.388698 7056141.005569))"
892,7.0,False,False,"POLYGON ((689233.388108 7056340.282063, 689214.387061 7056539.558952, 689413.951981 7056558.715835, 689432.952557 7056359.43873, 689233.388108 7056340.282063))"
893,36.0,False,False,"POLYGON ((689432.952557 7056359.43873, 689413.951981 7056558.715835, 689613.516874 7056577.872172, 689632.51698 7056378.594852, 689432.952557 7056359.43873))"
894,55.0,False,False,"POLYGON ((689413.951981 7056558.715835, 689394.950948 7056757.993336, 689594.516312 7056777.149888, 689613.516874 7056577.872172, 689413.951981 7056558.715835))"
895,14.0,False,False,"POLYGON ((689394.950948 7056757.993336, 689375.949457 7056957.271233, 689575.515293 7056976.428, 689594.516312 7056777.149888, 689394.950948 7056757.993336))"
896,5.0,False,False,"POLYGON ((689195.385557 7056738.836238, 689176.383595 7056938.11392, 689375.949457 7056957.271233, 689394.950948 7056757.993336, 689195.385557 7056738.836238))"
897,14.0,False,False,"POLYGON ((689176.383595 7056938.11392, 689157.381177 7057137.391999, 689356.94751 7057156.549528, 689375.949457 7056957.271233, 689176.383595 7056938.11392))"
898,38.0,False,False,"POLYGON ((689157.381177 7057137.391999, 689138.378301 7057336.670476, 689337.945106 7057355.828219, 689356.94751 7057156.549528, 689157.381177 7057137.391999))"
899,4.0,False,False,"POLYGON ((689356.94751 7057156.549528, 689337.945106 7057355.828219, 689537.511884 7057374.985416, 689556.513817 7057175.70651, 689356.94751 7057156.549528))"
900,9.0,False,False,"POLYGON ((689375.949457 7056957.271233, 689356.94751 7057156.549528, 689556.513817 7057175.70651, 689575.515293 7056976.428, 689375.949457 7056957.271233))"
901,19.5,False,False,"POLYGON ((689594.516312 7056777.149888, 689575.515293 7056976.428, 689775.081102 7056995.584222, 689794.08165 7056796.305894, 689594.516312 7056777.149888))"
902,20.0,False,False,"POLYGON ((689794.08165 7056796.305894, 689775.081102 7056995.584222, 689974.646884 7057014.739897, 689993.646961 7056815.461355, 689794.08165 7056796.305894))"
903,15.0,False,False,"POLYGON ((690117.211084 7057631.733683, 690098.209652 7057831.01403, 690297.777267 7057850.169474, 690316.778227 7057650.888912, 690117.211084 7057631.733683))"
904,5.0,False,False,"POLYGON ((689337.945106 7057355.828219, 689318.942244 7057555.107308, 689518.509494 7057574.26472, 689537.511884 7057374.985416, 689337.945106 7057355.828219))"
905,7.0,False,False,"POLYGON ((689138.378301 7057336.670476, 689119.374968 7057535.949349, 689318.942244 7057555.107308, 689337.945106 7057355.828219, 689138.378301 7057336.670476))"
906,8.0,False,False,"POLYGON ((689119.374968 7057535.949349, 689100.371177 7057735.22862, 689299.938925 7057754.386794, 689318.942244 7057555.107308, 689119.374968 7057535.949349))"
907,22.0,False,False,"POLYGON ((689318.942244 7057555.107308, 689299.938925 7057754.386794, 689499.506646 7057773.544422, 689518.509494 7057574.26472, 689318.942244 7057555.107308))"
908,12.0,False,False,"POLYGON ((688919.807665 7057516.790845, 688900.803403 7057716.0699, 689100.371177 7057735.22862, 689119.374968 7057535.949349, 688919.807665 7057516.790845))"
909,3.0,False,False,"POLYGON ((688938.81147 7057317.512186, 688919.807665 7057516.790845, 689119.374968 7057535.949349, 689138.378301 7057336.670476, 688938.81147 7057317.512186))"
910,2.0,False,False,"POLYGON ((688957.814817 7057118.233925, 688938.81147 7057317.512186, 689138.378301 7057336.670476, 689157.381177 7057137.391999, 688957.814817 7057118.233925))"
911,5.0,False,False,"POLYGON ((688976.817707 7056918.956062, 688957.814817 7057118.233925, 689157.381177 7057137.391999, 689176.383595 7056938.11392, 688976.817707 7056918.956062))"
912,3.5,False,False,"POLYGON ((688796.254695 7056700.520405, 688777.251791 7056899.797657, 688976.817707 7056918.956062, 688995.820139 7056719.678594, 688796.254695 7056700.520405))"
913,4.0,False,False,"POLYGON ((688758.24843 7057099.075306, 688739.244612 7057298.353351, 688938.81147 7057317.512186, 688957.814817 7057118.233925, 688758.24843 7057099.075306))"
914,4.0,False,False,"POLYGON ((688302.09992 7057658.590465, 688283.093784 7057857.869272, 688482.66211 7057877.029845, 688501.667774 7057677.750823, 688302.09992 7057658.590465))"
915,6.0,False,False,"POLYGON ((688064.518366 7058037.987142, 688045.510843 7058237.266529, 688245.080139 7058256.42808, 688264.087191 7058057.148477, 688064.518366 7058037.987142))"
916,3.0,False,False,"POLYGON ((688501.667774 7057677.750823, 688482.66211 7057877.029845, 688682.23041 7057896.189872, 688701.235602 7057696.910634, 688501.667774 7057677.750823))"
917,2.0,False,False,"POLYGON ((688862.793505 7058114.629206, 688843.78787 7058313.909455, 689043.35706 7058333.068822, 689062.362223 7058133.788356, 688862.793505 7058114.629206))"
918,1.0,False,False,"POLYGON ((688843.78787 7058313.909455, 688824.781777 7058513.190104, 689024.351439 7058532.349686, 689043.35706 7058333.068822, 688843.78787 7058313.909455))"
919,2.0,False,False,"POLYGON ((688824.781777 7058513.190104, 688805.775226 7058712.471151, 689005.345361 7058731.630949, 689024.351439 7058532.349686, 688824.781777 7058513.190104))"
920,4.0,False,False,"POLYGON ((688625.212087 7058494.029976, 688606.205064 7058693.310808, 688805.775226 7058712.471151, 688824.781777 7058513.190104, 688625.212087 7058494.029976))"
921,3.0,False,False,"POLYGON ((689822.629826 7058608.982551, 689803.625638 7058808.264675, 690003.195642 7058827.421741, 690022.199357 7058628.139401, 689822.629826 7058608.982551))"
922,3.0,False,False,"POLYGON ((690022.199357 7058628.139401, 690003.195642 7058827.421741, 690202.765619 7058846.57826, 690221.768862 7058647.295705, 690022.199357 7058628.139401))"
923,9.0,False,False,"POLYGON ((689841.633558 7058409.700825, 689822.629826 7058608.982551, 690022.199357 7058628.139401, 690041.202616 7058428.85746, 689841.633558 7058409.700825))"
924,4.0,False,False,"POLYGON ((689223.921076 7058551.508721, 689204.91547 7058750.7902, 689404.485552 7058769.948905, 689423.490686 7058570.667211, 689223.921076 7058551.508721))"
925,3.0,False,False,"POLYGON ((689461.49958 7058172.10502, 689442.495362 7058371.385916, 689642.064473 7058390.543644, 689661.068219 7058191.262532, 689461.49958 7058172.10502))"
926,1.0,False,False,"POLYGON ((689299.938925 7057754.386794, 689280.935149 7057953.666679, 689480.503342 7057972.824522, 689499.506646 7057773.544422, 689299.938925 7057754.386794))"
927,11.5,False,False,"POLYGON ((689480.503342 7057972.824522, 689461.49958 7058172.10502, 689661.068219 7058191.262532, 689680.071509 7057991.981819, 689480.503342 7057972.824522))"
928,5.0,False,False,"POLYGON ((689860.636832 7058210.419498, 689841.633558 7058409.700825, 690041.202616 7058428.85746, 690060.205418 7058229.575918, 689860.636832 7058210.419498))"
929,4.0,False,False,"POLYGON ((690060.205418 7058229.575918, 690041.202616 7058428.85746, 690240.771648 7058448.013549, 690259.773978 7058248.731792, 690060.205418 7058229.575918))"
930,3.0,False,False,"POLYGON ((690079.207763 7058030.294775, 690060.205418 7058229.575918, 690259.773978 7058248.731792, 690278.775851 7058049.450434, 690079.207763 7058030.294775))"
931,2.0,False,False,"POLYGON ((690098.209652 7057831.01403, 690079.207763 7058030.294775, 690278.775851 7058049.450434, 690297.777267 7057850.169474, 690098.209652 7057831.01403))"
932,5.0,False,False,"POLYGON ((690459.342512 7058267.88712, 690440.340654 7058467.169092, 690639.909634 7058486.324088, 690658.911019 7058287.041901, 690459.342512 7058267.88712))"
933,7.0,False,False,"POLYGON ((691058.047955 7058325.349825, 691039.047515 7058524.632442, 691238.616416 7058543.785799, 691257.616384 7058344.502968, 691058.047955 7058325.349825))"
934,3.0,False,False,"POLYGON ((690639.909634 7058486.324088, 690620.907793 7058685.606674, 690820.477219 7058704.761339, 690839.478588 7058505.478538, 690639.909634 7058486.324088))"
935,2.0,False,False,"POLYGON ((690839.478588 7058505.478538, 690820.477219 7058704.761339, 691020.046619 7058723.915458, 691039.047515 7058524.632442, 690839.478588 7058505.478538))"
936,12.0,False,False,"POLYGON ((691039.047515 7058524.632442, 691020.046619 7058723.915458, 691219.615993 7058743.06903, 691238.616416 7058543.785799, 691039.047515 7058524.632442))"
937,2.0,False,False,"POLYGON ((691020.046619 7058723.915458, 691001.045267 7058923.198873, 691200.615114 7058942.35266, 691219.615993 7058743.06903, 691020.046619 7058723.915458))"
938,1.0,False,False,"POLYGON ((690440.340654 7058467.169092, 690421.338341 7058666.451463, 690620.907793 7058685.606674, 690639.909634 7058486.324088, 690440.340654 7058467.169092))"
939,3.0,False,False,"POLYGON ((690202.765619 7058846.57826, 690183.761919 7059045.861215, 690383.332343 7059065.017403, 690402.33557 7058865.734233, 690202.765619 7058846.57826))"
940,2.0,False,False,"POLYGON ((690744.467182 7059501.896538, 690725.463532 7059701.181338, 690925.035297 7059720.336532, 690944.038474 7059521.051517, 690744.467182 7059501.896538))"
941,5.0,False,False,"POLYGON ((690725.463532 7059701.181338, 690706.459425 7059900.466538, 690906.031664 7059919.621947, 690925.035297 7059720.336532, 690725.463532 7059701.181338))"
942,15.0,False,False,"POLYGON ((690525.89174 7059682.025598, 690506.88716 7059881.310583, 690706.459425 7059900.466538, 690725.463532 7059701.181338, 690525.89174 7059682.025598))"
943,8.0,False,False,"POLYGON ((690706.459425 7059900.466538, 690687.454862 7060099.752139, 690887.027575 7060118.907763, 690906.031664 7059919.621947, 690706.459425 7059900.466538))"
944,3.0,False,False,"POLYGON ((690906.031664 7059919.621947, 690887.027575 7060118.907763, 691086.600262 7060138.06284, 691105.603877 7059938.776809, 690906.031664 7059919.621947))"
945,4.0,False,False,"POLYGON ((690925.035297 7059720.336532, 690906.031664 7059919.621947, 691105.603877 7059938.776809, 691124.607037 7059739.491179, 690925.035297 7059720.336532))"
946,4.0,False,False,"POLYGON ((690763.470376 7059302.612139, 690744.467182 7059501.896538, 690944.038474 7059521.051517, 690963.041194 7059321.766902, 690763.470376 7059302.612139))"
947,2.0,False,False,"POLYGON ((691580.75434 7059179.943054, 691561.753495 7059379.227913, 691761.32421 7059398.38049, 691780.324582 7059199.095416, 691580.75434 7059179.943054))"
948,3.0,False,False,"POLYGON ((691561.753495 7059379.227913, 691542.752194 7059578.513172, 691742.323383 7059597.665964, 691761.32421 7059398.38049, 691561.753495 7059379.227913))"
949,10.0,False,False,"POLYGON ((691105.603877 7059938.776809, 691086.600262 7060138.06284, 691286.172923 7060157.217371, 691305.176065 7059957.931124, 691105.603877 7059938.776809))"
950,3.0,False,False,"POLYGON ((691523.750438 7059777.798832, 691504.748226 7059977.084892, 691704.320362 7059996.238114, 691723.3221 7059796.951839, 691523.750438 7059777.798832))"
951,15.0,False,False,"POLYGON ((691742.323383 7059597.665964, 691723.3221 7059796.951839, 691922.893736 7059816.104298, 691941.894545 7059616.818209, 691742.323383 7059597.665964))"
952,8.5,False,False,"POLYGON ((691723.3221 7059796.951839, 691704.320362 7059996.238114, 691903.892471 7060015.390788, 691922.893736 7059816.104298, 691723.3221 7059796.951839))"
953,3.0,False,False,"POLYGON ((691903.892471 7060015.390788, 691884.890751 7060214.67768, 692084.463309 7060233.830022, 692103.464555 7060034.542916, 691903.892471 7060015.390788))"
954,36.5,False,False,"POLYGON ((691941.894545 7059616.818209, 691922.893736 7059816.104298, 692122.465346 7059835.256211, 692141.465682 7059635.969907, 691941.894545 7059616.818209))"
955,22.0,False,False,"POLYGON ((691960.894899 7059417.53252, 691941.894545 7059616.818209, 692141.465682 7059635.969907, 692160.465562 7059436.684004, 691960.894899 7059417.53252))"
956,7.0,False,False,"POLYGON ((691761.32421 7059398.38049, 691742.323383 7059597.665964, 691941.894545 7059616.818209, 691960.894899 7059417.53252, 691761.32421 7059398.38049))"
957,4.5,False,False,"POLYGON ((691780.324582 7059199.095416, 691761.32421 7059398.38049, 691960.894899 7059417.53252, 691979.894797 7059218.247232, 691780.324582 7059199.095416))"
958,26.5,False,False,"POLYGON ((692017.893228 7058819.677854, 691998.89424 7059018.962343, 692198.463957 7059038.113397, 692217.462472 7058838.828694, 692017.893228 7058819.677854))"
959,14.0,False,False,"POLYGON ((692036.891761 7058620.393765, 692017.893228 7058819.677854, 692217.462472 7058838.828694, 692236.460532 7058639.54439, 692036.891761 7058620.393765))"
960,7.0,False,False,"POLYGON ((691837.322964 7058601.242593, 691818.323958 7058800.526468, 692017.893228 7058819.677854, 692036.891761 7058620.393765, 691837.322964 7058601.242593))"
961,10.0,False,False,"POLYGON ((691637.75414 7058582.090875, 691618.754662 7058781.374535, 691818.323958 7058800.526468, 691837.322964 7058601.242593, 691637.75414 7058582.090875))"
962,3.0,False,False,"POLYGON ((691656.753163 7058382.807614, 691637.75414 7058582.090875, 691837.322964 7058601.242593, 691856.321513 7058401.959117, 691656.753163 7058382.807614))"
963,15.0,False,False,"POLYGON ((691457.184786 7058363.655564, 691438.185291 7058562.93861, 691637.75414 7058582.090875, 691656.753163 7058382.807614, 691457.184786 7058363.655564))"
964,1.0,False,False,"POLYGON ((691257.616384 7058344.502968, 691238.616416 7058543.785799, 691438.185291 7058562.93861, 691457.184786 7058363.655564, 691257.616384 7058344.502968))"
965,12.0,False,False,"POLYGON ((691276.615895 7058145.220535, 691257.616384 7058344.502968, 691457.184786 7058363.655564, 691476.183826 7058164.372916, 691276.615895 7058145.220535))"
966,3.0,False,False,"POLYGON ((691295.614951 7057945.938501, 691276.615895 7058145.220535, 691476.183826 7058164.372916, 691495.18241 7057965.090667, 691295.614951 7057945.938501))"
967,2.0,False,False,"POLYGON ((691495.18241 7057965.090667, 691476.183826 7058164.372916, 691675.75173 7058183.524752, 691694.749842 7057984.242288, 691495.18241 7057965.090667))"
968,6.0,False,False,"POLYGON ((691476.183826 7058164.372916, 691457.184786 7058363.655564, 691656.753163 7058382.807614, 691675.75173 7058183.524752, 691476.183826 7058164.372916))"
969,5.0,False,False,"POLYGON ((691856.321513 7058401.959117, 691837.322964 7058601.242593, 692036.891761 7058620.393765, 692055.889838 7058421.110074, 691856.321513 7058401.959117))"
970,6.0,False,False,"POLYGON ((692093.884627 7058022.543891, 692074.88746 7058221.826783, 692274.455286 7058240.97698, 692293.451981 7058041.693873, 692093.884627 7058022.543891))"
971,10.0,False,False,"POLYGON ((691913.314432 7057804.111083, 691894.317247 7058003.393363, 692093.884627 7058022.543891, 692112.881339 7057823.261397, 691913.314432 7057804.111083))"
972,69.0,False,False,"POLYGON ((691932.311161 7057604.829201, 691913.314432 7057804.111083, 692112.881339 7057823.261397, 692131.877596 7057623.979301, 691932.311161 7057604.829201))"
973,24.0,False,False,"POLYGON ((692131.877596 7057623.979301, 692112.881339 7057823.261397, 692312.448221 7057842.411164, 692331.444006 7057643.128854, 692131.877596 7057623.979301))"
974,7.0,False,False,"POLYGON ((692150.873398 7057424.697603, 692131.877596 7057623.979301, 692331.444006 7057643.128854, 692350.439336 7057443.846942, 692150.873398 7057424.697603))"
975,6.0,False,False,"POLYGON ((691970.303253 7057206.266632, 691951.307434 7057405.547718, 692150.873398 7057424.697603, 692169.868745 7057225.416302, 691970.303253 7057206.266632))"
976,62.5,False,False,"POLYGON ((691951.307434 7057405.547718, 691932.311161 7057604.829201, 692131.877596 7057623.979301, 692150.873398 7057424.697603, 691951.307434 7057405.547718))"
977,66.0,False,False,"POLYGON ((691751.741444 7057386.397287, 691732.744699 7057585.678556, 691932.311161 7057604.829201, 691951.307434 7057405.547718, 691751.741444 7057386.397287))"
978,11.0,False,False,"POLYGON ((691552.175428 7057367.246309, 691533.178211 7057566.527364, 691732.744699 7057585.678556, 691751.741444 7057386.397287, 691552.175428 7057367.246309))"
979,2.0,False,False,"POLYGON ((691571.17219 7057167.965652, 691552.175428 7057367.246309, 691751.741444 7057386.397287, 691770.737735 7057187.116415, 691571.17219 7057167.965652))"
980,51.5,False,False,"POLYGON ((691770.737735 7057187.116415, 691751.741444 7057386.397287, 691951.307434 7057405.547718, 691970.303253 7057206.266632, 691770.737735 7057187.116415))"
981,7.0,False,False,"POLYGON ((691390.603397 7056949.534298, 691371.606619 7057148.814344, 691571.17219 7057167.965652, 691590.168497 7056968.685392, 691390.603397 7056949.534298))"
982,23.0,False,False,"POLYGON ((691371.606619 7057148.814344, 691352.609385 7057348.094786, 691552.175428 7057367.246309, 691571.17219 7057167.965652, 691371.606619 7057148.814344))"
983,68.0,False,False,"POLYGON ((691732.744699 7057585.678556, 691713.747498 7057784.960223, 691913.314432 7057804.111083, 691932.311161 7057604.829201, 691732.744699 7057585.678556))"
984,46.5,False,True,"POLYGON ((691533.178211 7057566.527364, 691514.180538 7057765.808817, 691713.747498 7057784.960223, 691732.744699 7057585.678556, 691533.178211 7057566.527364))"
985,18.0,False,False,"POLYGON ((691514.180538 7057765.808817, 691495.18241 7057965.090667, 691694.749842 7057984.242288, 691713.747498 7057784.960223, 691514.180538 7057765.808817))"
986,80.5,False,False,"POLYGON ((691713.747498 7057784.960223, 691694.749842 7057984.242288, 691894.317247 7058003.393363, 691913.314432 7057804.111083, 691713.747498 7057784.960223))"
987,6.0,False,False,"POLYGON ((691314.613552 7057746.656864, 691295.614951 7057945.938501, 691495.18241 7057965.090667, 691514.180538 7057765.808817, 691314.613552 7057746.656864))"
988,2.0,False,False,"POLYGON ((690392.777504 7056853.770639, 690373.778369 7057053.049611, 690573.344072 7057072.20365, 690592.342735 7056872.924463, 690392.777504 7056853.770639))"
989,2.0,False,False,"POLYGON ((690991.473119 7056911.230472, 690972.475398 7057110.510088, 691172.041022 7057129.662489, 691191.038271 7056930.382658, 690991.473119 7056911.230472))"
990,3.0,False,False,"POLYGON ((690791.90794 7056892.07774, 690772.909748 7057091.357142, 690972.475398 7057110.510088, 690991.473119 7056911.230472, 690791.90794 7056892.07774))"
991,7.0,False,False,"POLYGON ((690972.475398 7057110.510088, 690953.477222 7057309.790102, 691153.043317 7057328.942717, 691172.041022 7057129.662489, 690972.475398 7057110.510088))"
992,2.0,False,False,"POLYGON ((691172.041022 7057129.662489, 691153.043317 7057328.942717, 691352.609385 7057348.094786, 691371.606619 7057148.814344, 691172.041022 7057129.662489))"
993,15.0,False,False,"POLYGON ((691191.038271 7056930.382658, 691172.041022 7057129.662489, 691371.606619 7057148.814344, 691390.603397 7056949.534298, 691191.038271 7056930.382658))"
994,2.0,False,False,"POLYGON ((691010.470384 7056711.951252, 690991.473119 7056911.230472, 691191.038271 7056930.382658, 691210.035065 7056731.103224, 691010.470384 7056711.951252))"
995,9.0,False,False,"POLYGON ((690810.905676 7056692.798735, 690791.90794 7056892.07774, 690991.473119 7056911.230472, 691010.470384 7056711.951252, 690810.905676 7056692.798735))"
996,13.0,False,False,"POLYGON ((690611.340942 7056673.645672, 690592.342735 7056872.924463, 690791.90794 7056892.07774, 690810.905676 7056692.798735, 690611.340942 7056673.645672))"
997,28.0,False,False,"POLYGON ((690411.776182 7056654.492064, 690392.777504 7056853.770639, 690592.342735 7056872.924463, 690611.340942 7056673.645672, 690411.776182 7056654.492064))"
998,6.0,False,False,"POLYGON ((690430.774404 7056455.213885, 690411.776182 7056654.492064, 690611.340942 7056673.645672, 690630.338693 7056474.367279, 690430.774404 7056455.213885))"
999,15.0,False,False,"POLYGON ((690449.77217 7056255.936102, 690430.774404 7056455.213885, 690630.338693 7056474.367279, 690649.335989 7056275.089281, 690449.77217 7056255.936102))"
1000,12.0,False,False,"POLYGON ((690668.332828 7056075.81168, 690649.335989 7056275.089281, 690848.899781 7056294.241915, 690867.896149 7056094.964099, 690668.332828 7056075.81168))"
1001,5.0,False,False,"POLYGON ((690468.76948 7056056.658715, 690449.77217 7056255.936102, 690649.335989 7056275.089281, 690668.332828 7056075.81168, 690468.76948 7056056.658715))"
1002,2.0,False,False,"POLYGON ((690487.766333 7055857.381725, 690468.76948 7056056.658715, 690668.332828 7056075.81168, 690687.329211 7055876.534475, 690487.766333 7055857.381725))"
1003,3.0,False,False,"POLYGON ((690506.762731 7055658.105129, 690487.766333 7055857.381725, 690687.329211 7055876.534475, 690706.325139 7055677.257665, 690506.762731 7055658.105129))"
1004,36.0,False,False,"POLYGON ((690706.325139 7055677.257665, 690687.329211 7055876.534475, 690886.892062 7055895.686679, 690905.88752 7055696.409655, 690706.325139 7055677.257665))"
1005,2.0,False,False,"POLYGON ((690687.329211 7055876.534475, 690668.332828 7056075.81168, 690867.896149 7056094.964099, 690886.892062 7055895.686679, 690687.329211 7055876.534475))"
1006,7.0,False,False,"POLYGON ((690905.88752 7055696.409655, 690886.892062 7055895.686679, 691086.454887 7055914.838339, 691105.449874 7055715.5611, 690905.88752 7055696.409655))"
1007,5.0,False,False,"POLYGON ((691086.454887 7055914.838339, 691067.459445 7056114.115973, 691267.022713 7056133.267301, 691286.017685 7055933.989452, 691086.454887 7055914.838339))"
1008,2.0,False,False,"POLYGON ((691504.574503 7055753.862353, 691485.580457 7055953.14002, 691685.143202 7055972.290043, 691704.136777 7055773.012161, 691504.574503 7055753.862353))"
1009,3.0,False,False,"POLYGON ((691704.136777 7055773.012161, 691685.143202 7055972.290043, 691884.70592 7055991.43952, 691903.699026 7055792.161424, 691704.136777 7055773.012161))"
1010,14.0,False,False,"POLYGON ((691903.699026 7055792.161424, 691884.70592 7055991.43952, 692084.268613 7056010.588451, 692103.261247 7055811.310142, 691903.699026 7055792.161424))"
1011,10.0,False,False,"POLYGON ((692663.964854 7056267.31132, 692644.972722 7056466.591063, 692844.536251 7056485.73824, 692863.527912 7056286.458282, 692663.964854 7056267.31132))"
1012,2.0,False,False,"POLYGON ((692644.972722 7056466.591063, 692625.980136 7056665.871204, 692825.544136 7056685.018594, 692844.536251 7056485.73824, 692644.972722 7056466.591063))"
1013,4.0,False,False,"POLYGON ((692625.980136 7056665.871204, 692606.987096 7056865.151741, 692806.551567 7056884.299345, 692825.544136 7056685.018594, 692625.980136 7056665.871204))"
1014,37.5,False,False,"POLYGON ((693680.769204 7056163.760259, 693661.779881 7056363.040676, 693861.342808 7056382.184909, 693880.331661 7056182.904279, 693680.769204 7056163.760259))"
1015,93.5,False,False,"POLYGON ((693661.779881 7056363.040676, 693642.790104 7056562.321488, 693842.353502 7056581.465936, 693861.342808 7056382.184909, 693661.779881 7056363.040676))"
1016,113.5,False,False,"POLYGON ((693861.342808 7056382.184909, 693842.353502 7056581.465936, 694041.916875 7056600.609837, 694060.905709 7056401.328597, 693861.342808 7056382.184909))"
1017,76.5,False,False,"POLYGON ((693880.331661 7056182.904279, 693861.342808 7056382.184909, 694060.905709 7056401.328597, 694079.894091 7056202.047754, 693880.331661 7056182.904279))"
1018,2.0,False,False,"POLYGON ((694098.882019 7056002.767307, 694079.894091 7056202.047754, 694279.456495 7056221.190683, 694298.443952 7056021.910022, 694098.882019 7056002.767307))"
1019,53.5,False,False,"POLYGON ((694079.894091 7056202.047754, 694060.905709 7056401.328597, 694260.468584 7056420.471739, 694279.456495 7056221.190683, 694079.894091 7056202.047754))"
1020,20.0,False,False,"POLYGON ((694298.443952 7056021.910022, 694279.456495 7056221.190683, 694479.018873 7056240.333065, 694498.00586 7056041.052192, 694298.443952 7056021.910022))"
1021,51.0,False,False,"POLYGON ((694498.00586 7056041.052192, 694479.018873 7056240.333065, 694678.581225 7056259.474902, 694697.567741 7056060.193815, 694498.00586 7056041.052192))"
1022,12.5,False,False,"POLYGON ((694479.018873 7056240.333065, 694460.031433 7056439.614336, 694659.594257 7056458.756386, 694678.581225 7056259.474902, 694479.018873 7056240.333065))"
1023,49.5,False,False,"POLYGON ((694060.905709 7056401.328597, 694041.916875 7056600.609837, 694241.480221 7056619.753193, 694260.468584 7056420.471739, 694060.905709 7056401.328597))"
1024,23.0,False,False,"POLYGON ((694041.916875 7056600.609837, 694022.927587 7056799.891474, 694222.491404 7056819.035043, 694241.480221 7056619.753193, 694041.916875 7056600.609837))"
1025,7.0,False,False,"POLYGON ((694241.480221 7056619.753193, 694222.491404 7056819.035043, 694422.055196 7056838.178066, 694441.043541 7056638.896002, 694241.480221 7056619.753193))"
1026,22.0,False,False,"POLYGON ((694222.491404 7056819.035043, 694203.502134 7057018.31729, 694403.066398 7057037.460527, 694422.055196 7056838.178066, 694222.491404 7056819.035043))"
1027,5.0,False,False,"POLYGON ((694403.066398 7057037.460527, 694384.077146 7057236.743385, 694583.641855 7057255.886288, 694602.630635 7057056.603217, 694403.066398 7057037.460527))"
